DP-Pixel-CNN3D-LSTM_03954613-c7f9144f,2,17.456811904907227
DP-Pixel-CNN3D-LSTM_036605bd-a83a10e2,3,4.840408802032471
DP-Object-CNN2D-LSTM_015bbc07-91083530,4,12.066188097000122
DP-Pixel-CNN3D-LSTM_03626025-86976117,2,4.116718053817749
RF_021009a2-432c266f,1,4.587877988815308
LR_03c6a7d2-dd77fffb,2,3.7967569828033447
DP-Object-CNN2D-LSTM_0052b279-87c692aa,2,6.93941593170166
DP-Pixel-CNN3D_017bec14-8512b7fd,2,4.206745147705078
DP-Pixel-CNN2D-LSTM_0210494e-d9c8ceee,3,8.119061946868896
RF_031a0c80-12e08c88,2,8.473503112792969
DP-Object-CNN3D-LSTM_009aecce-ab411438,2,5.434717893600464
MLP_0178ff32-d94d3509,3,4.957129955291748
DP-Object-CNN2D-LSTM_02e4e46b-cd628347,1,3.4831371307373047
MLP_0168e22b-175c805f,1,4.251642942428589
DP-Object-CNN3D_021a0cdd-baff0e6d,2,11.508972883224487
DP-Object-CNN3D-LSTM_02e4e46b-cd628347,3,4.199224233627319
MLP_02e4e46b-cd628347,2,6.065957069396973
DP-Pixel-CNN3D_035cb512-2f9fa97d,5,3.6123509407043457
LR_0030f434-3eb4a3a9,3,11.292865753173828
DP-Object-CNN3D_02995fe4-e81dc93c,2,4.07931113243103
DP-Object-CNN2D-LSTM_0001542f-5ce3cf52,2,5.57382607460022
DP-Pixel-CNN3D_02b6d2a0-54fc4ce8,2,5.300475835800171
DP-Object-CNN3D-LSTM_02ac8427-ed7b5514,2,11.47773790359497
DP-Object-CNN3D-LSTM_03954613-c7f9144f,4,7.438277244567871
MLP_02be9032-17072dbc,2,7.461400747299194
DP-Object-CNN2D-LSTM_01c5cd64-76bf9abb,4,9.263978242874146
DP-Pixel-CNN3D_03c6a7d2-dd77fffb,2,2.7699780464172363
LR_03954613-c7f9144f,1,4.539396047592163
DP-Object-CNN3D_0001542f-5ce3cf52,3,4.243499994277954
RF_01af2f91-3eacda83,4,4.018038749694824
DP-Object-CNN3D-LSTM_03626025-2af8b800,1,3.640308141708374
DP-Object-CNN3D_02be9032-17072dbc,2,3.835667133331299
DP-Pixel-CNN3D-LSTM_02ac8427-ed7b5514,2,4.105036973953247
DP-Object-CNN3D-LSTM_0178ff32-d94d3509,5,9.043877840042114
DP-Object-CNN3D_03626025-2af8b800,2,3.9997661113739014
DP-Pixel-CNN2D-LSTM_03954613-c7f9144f,3,8.183924913406372
DP-Object-CNN2D-LSTM_02ac8427-ed7b5514,1,2.8555898666381836
MLP_017bec14-8512b7fd,2,15.02151107788086
DP-Object-CNN3D-LSTM_009deddd-d68ff1f7,4,7.941407203674316
DP-Pixel-CNN3D_03cee322-f7c906a2,3,4.017395973205566
DP-Pixel-CNN3D-LSTM_0030f434-3eb4a3a9,5,8.679350852966309
DP-Object-CNN2D-LSTM_03112119-a36f2a78,1,4.022806167602539
LR_02a46296-9d712df2,4,5.421308755874634
DP-Object-CNN3D-LSTM_0045e757-66a334b5,3,4.176764011383057
DP-Object-CNN3D_019b6143-8c8d343e,4,7.120047092437744
MLP_01f9b5f2-b15a9c4e,3,5.027790069580078
DP-Pixel-CNN3D_009aecce-ab411438,5,2.9236350059509277
DP-Pixel-CNN2D-LSTM_02e4e46b-cd628347,2,3.0528829097747803
DP-Pixel-CNN3D_02a46296-9d712df2,1,4.457040071487427
DP-Pixel-CNN3D_012f3428-f991fd5e,2,4.911766767501831
RF_02b3fce2-28a8c45f,3,5.7961273193359375
DP-Pixel-CNN3D_021009a2-432c266f,2,5.981305837631226
DP-Object-CNN3D-LSTM_013162b0-ddbabae8,3,4.1282830238342285
MLP_03c6a7d2-dd77fffb,3,6.85080885887146
DP-Pixel-CNN3D-LSTM_02b3fce2-28a8c45f,2,11.974924087524414
DP-Pixel-CNN2D-LSTM_00232de3-19eca24a,2,3.4047539234161377
MLP_02ac8427-ed7b5514,3,5.82617712020874
DP-Object-CNN2D-LSTM_035cb512-2f9fa97d,1,4.194859981536865
RF_01c5cd64-76bf9abb,2,9.806181192398071
DP-Pixel-CNN2D-LSTM_02a0aa2f-0ba5cdab,4,4.116177797317505
DP-Object-CNN2D-LSTM_02ef72c1-00a6439d,2,5.150235176086426
